username, date, retweets, text, id, permalink,,,,
TemTraveler,5/6/11 11:24,0,ROFL - #Bossypants by Tina Fey. Love her!,6.65237E+16,https://twitter.com/TemTraveler/status/66523741416468481,,,,
MacmillanAudio,5/6/11 11:23,2,I love Tina Fey and I'm loving her more and more as I listen to Bossypants . #fridaylistens,6.65235E+16,https://twitter.com/MacmillanAudio/status/66523542543536129,,,,
jenn_jen_d,5/6/11 11:19,0,LMAO to #Bossypants by Tina Fey. #fridayreads,6.65225E+16,https://twitter.com/jenn_jen_d/status/66522542470471680,,,,
Magazine_deal,5/6/11 11:17,0,Bossypants by Tina Fey: review http://bit.ly/lofHKV,6.65219E+16,https://twitter.com/Magazine_deal/status/66521865685975040,,,,
melsb32,5/6/11 11:14,0,"Tina Fey and Amy Poehler are amazing! http://bit.ly/lzH2jm #JerseyFloor BTW, check out  Bossypants "" by Tina Fey...hilarious!""",6.65213E+16,https://twitter.com/melsb32/status/66521330434060289,,,,
PauloLemgruber,5/6/11 11:10,0,"Reading Bossypants right now, so funny. #fridayreads",6.65203E+16,https://twitter.com/PauloLemgruber/status/66520298261983232,,,,
anthonytadina,5/6/11 11:10,0,@landielong Just read Bossypants last weekend. Pretty good stuff. =),6.65202E+16,https://twitter.com/anthonytadina/status/66520170121805824,,,,
katracali,5/6/11 11:03,0,"Keith Richards Life"" but "" Bossypants "" just arrived in the mail. I hope to laugh soon after ""Life"" #fridayreads""",6.65184E+16,https://twitter.com/katracali/status/66518380043177984,,,,
kate_editor,5/6/11 11:02,0,I gave my mom the audio edition of #Bossypants by @ReaganArthurBks . Tina is funnier when she can be heard by all!,6.65182E+16,https://twitter.com/kate_editor/status/66518202213076992,,,,
riskeypb,5/6/11 10:57,0,#6: Bossypants top-sellers_books_books_0316056863,6.65169E+16,https://twitter.com/riskeypb/status/66516944605552640,,,,
LA_Warner,5/6/11 10:54,0,"Just finished Tina Fey's  Bossypants ."" Just try to turn a page without laughing out loud. Impossible. http://amzn.to/dPGLHS""",6.65162E+16,https://twitter.com/LA_Warner/status/66516211340541952,,,,
Anabelle_Anas,5/6/11 10:52,0,#6: Bossypants http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056863/ref=pd_zg_rss_ts_b_books_6?ie=UTF8&tag=sareena-20,6.65158E+16,https://twitter.com/Anabelle_Anas/status/66515781390835712,,,,
BestSellersBook,5/6/11 10:45,0,#BestSellers : #6: Bossypants (Literature n Fiction) http://amzn.to/gSSxZs,6.65139E+16,https://twitter.com/BestSellersBook/status/66513929047777280,,,,
MelissaDawnG,5/6/11 10:43,0,My #fridayreads is bossypants . It's a funny one!,6.65133E+16,https://twitter.com/MelissaDawnG/status/66513326208843777,,,,
landielong,5/6/11 10:40,0,"Past read: Are You There Vodka? Its me, Chelsea. Current read: A Million Little Pieces by James Frey. Next up: Bossypants by Tina Fey.",6.65128E+16,https://twitter.com/landielong/status/66512786959761408,,,,
maryedoherty,5/6/11 10:31,1," Bossypants "" is easily my new favorite book.""Heart"" @TinaFey! http://ow.ly/1sQ61Z""",6.65105E+16,https://twitter.com/maryedoherty/status/66510483708051456,,,,
ScriptPhD,5/6/11 10:28,1,"Just finished Tinay Fey's book ' Bossypants .' It's much like an SNL episode: at times brilliantly hilarious, just not consistently funny.",6.65097E+16,https://twitter.com/ScriptPhD/status/66509673238499329,,,,
katerinataxia,5/6/11 10:27,1,"#BossyPants , @tinafey 's new book is#hilarious...just like her... #love her!",6.65095E+16,https://twitter.com/katerinataxia/status/66509469068165120,,,,
AmyPeveto,5/6/11 10:25,0,"@undercoverlib Bossypants is great! Fey does the audiobook too, apparently it's totally awesome too.",6.65089E+16,https://twitter.com/AmyPeveto/status/66508893815181312,,,,
B_Kienapple,5/6/11 10:21,0,"Bossypants , I am 43/1113 on the @torontolibrary holds list. *spits out coffee* Time to buy more copies, TPL.",6.65079E+16,https://twitter.com/B_Kienapple/status/66507909638537217,,,,
BakerandTaylor,5/6/11 10:20,0,@jenn_jen_d Hooray for #Bossypants ! So we know what you will be reading this weekend. And thanks to @littlebrown too for partnering w/ us.,6.65077E+16,https://twitter.com/BakerandTaylor/status/66507720571891712,,,,
undercoverlib,5/6/11 10:20,0,"My #fridayreads is BOSSYPANTS , by Tina Fey. She is amazing. The book is hilarious.",6.65076E+16,https://twitter.com/undercoverlib/status/66507605006221312,,,,
failedatforty,5/6/11 10:20,0,"Can't wait to read @TinaFey123 's book Bossypants , but the cover art seriously creeps me out!",6.65075E+16,https://twitter.com/failedatforty/status/66507543920386048,,,,
KerryReads,5/6/11 10:17,0,"#FridayReads Bossypants !! (Which isn't a *book*, really, but still. I am enjoying it very, very much).",6.65069E+16,https://twitter.com/KerryReads/status/66506895497768960,,,,
giveawaygirlie,5/6/11 10:14,0,Bossypants by Tina Fey- http://sweeps4bloggers.com/?p=18387 5/7,6.6506E+16,https://twitter.com/giveawaygirlie/status/66506023090913280,,,,
lornsbondoc,5/6/11 10:05,0,@PowerbooksStore checking to see if you have #Bossypants and #TheThankYouEconomy in stock at your #Greenbelt branch. pls DM me.,6.65039E+16,https://twitter.com/lornsbondoc/status/66503939176136705,,,,
HFriedmann,5/6/11 10:02,0,my friend loaned me tina fey's bossypants and i lol'd in front of strangers while reading it. wasn't even that embarrassed - it's funny.,6.65031E+16,https://twitter.com/HFriedmann/status/66503107667959809,,,,
Siekogirl,5/6/11 10:00,0,#Win A Copy Of Bossypants By Tina Fey 2 Winners via @MomsMotleyCrue CAN/US #giveaway http://tinyurl.com/3edeeh7,6.65027E+16,https://twitter.com/Siekogirl/status/66502654880256000,,,,
kristiansomera,5/6/11 9:58,0,"A Game of Thrones, Bossypants , Perks of Being A Wallflower: all out of stock. I am so impressed, Fully Booked!",6.65021E+16,https://twitter.com/kristiansomera/status/66502125064167424,,,,
paperalphabet,5/6/11 9:57,0,"#fridayreads travel edition: Tina Fey's Bossypants , the latest from @believermag , & the last morsels of @emmastraub 's OPWM.",6.65019E+16,https://twitter.com/paperalphabet/status/66501896160026624,,,,
MsRedPen,5/6/11 9:57,0,My #fridayreads : THE INVISIBLE BRIDGE by Julie Orringer and BOSSYPANTS by Tina Fey.,6.65017E+16,https://twitter.com/MsRedPen/status/66501747148988417,,,,
joannelessner,5/6/11 9:55,0,Thoroughly enjoyed BOSSYPANTS . Now reading THE OXFORD MURDERS. #fridayreads,6.65014E+16,https://twitter.com/joannelessner/status/66501401206984704,,,,
sugarshotgun,5/6/11 9:47,0,"*sigh* TGIF today I will be reading books to children, & reading Bossypants when alone in the library",6.64994E+16,https://twitter.com/sugarshotgun/status/66499389681696768,,,,
Elliemacb,5/6/11 9:42,0,@AmandaMusings Has someone already called dibs on Bossypants or can I borrow when you are done :),6.64981E+16,https://twitter.com/Elliemacb/status/66498128462884864,,,,
en_bank,5/6/11 9:41,0,#6: Bossypants : Bossypants by Tina Fey 45 days in the top 100 (181) Buy new: $ 26.99 $ 13.97 93 used & new from ... http://bit.ly/m3URJ2,6.64978E+16,https://twitter.com/en_bank/status/66497838229622784,,,,
bookofwinner,5/6/11 9:40,0,#books #deals #store #1: Bossypants : Bossypants Tina Fey (Author) 37 days in the top 100 (181)Download: $12.99... http://bit.ly/cT1CTm,6.64976E+16,https://twitter.com/bookofwinner/status/66497641944596480,,,,
iHeartDates,5/6/11 9:35,0,"On page 122 of 280 of Bossypants , by Tina Fey http://goodreads.com/user_status/show/6111632",6.64964E+16,https://twitter.com/iHeartDates/status/66496430197579776,,,,
christina_write,5/6/11 9:29,0,Iced coffee + morning sunshine + Bossypants . #fridayreads,6.64949E+16,https://twitter.com/christina_write/status/66494920327835648,,,,
EllenBrickley,5/6/11 9:24,0,RT @littlebrown Tina Feyâ€™s â€œA Motherâ€™s Prayerâ€ù http://bit.ly/m0MNMZ Reminds me of my mum's only dream for me: a job sitting down #BOSSYPANTS,6.64935E+16,https://twitter.com/EllenBrickley/status/66493481517985792,,,,
hentystomp,5/6/11 9:21,0,"Just finished Bossypants and oh my, have I joined the Tina Fey Appreciation Society or what! As if Mean Girls and 30 Rock weren't enough",6.64929E+16,https://twitter.com/hentystomp/status/66492878758748160,,,,
AmandaBurcul,5/6/11 9:21,0,Most recent reads were Bossypants and Water for Elephants - both excellent. What's next?! I love picking new #books,6.64927E+16,https://twitter.com/AmandaBurcul/status/66492712316186625,,,,
CharliMacs,5/6/11 9:19,0,#fridayreads Tina Fey's #bossypants . It's Snort-tastic!,6.64922E+16,https://twitter.com/CharliMacs/status/66492249000771584,,,,
booksnyc,5/6/11 9:18,0,Love this! RT @littlebrown : Tina Feyâ€™s â€œA Motherâ€™s Prayerâ€ù from #BOSSYPANTS http://bit.ly/mBACYu,6.64921E+16,https://twitter.com/booksnyc/status/66492134966050816,,,,
Butterfly_012,5/6/11 9:17,0,#Win A Copy Of Bossypants By Tina Fey 2 Winners via @MomsMotleyCrue CAN/US #giveaway http://tinyurl.com/3edeeh7,6.64918E+16,https://twitter.com/Butterfly_012/status/66491784691326976,,,,
littlebrown,5/6/11 9:15,8,Tina Feyâ€™s â€œA Motherâ€™s Prayerâ€ù from #BOSSYPANTS http://l.wbx.me/w/4neqbl,6.64912E+16,https://twitter.com/littlebrown/status/66491189708337152,,,,
mrommel,5/6/11 9:11,0,"Worked the whole plane flight (minus some Bossypants reading...highly recommend, btw.)",6.64902E+16,https://twitter.com/mrommel/status/66490182580441088,,,,
_larapotter,5/6/11 9:09,0,@lu_cy Bossypants ! Tina Fey's!,6.64898E+16,https://twitter.com/_larapotter/status/66489783987351552,,,,
BookLover527,5/6/11 9:04,0,Bossypants ' by Tina Fey..Get it at Amazon! #books http://amzn.to/ep5dEA,6.64885E+16,https://twitter.com/BookLover527/status/66488471589629953,,,,
debbieduncan,5/6/11 9:04,0,"My #fridayreads - @jenniholm 's THE TROUBLE WITH MAY AMELIA and, on audio, Tina Fey's BOSSYPANTS . Two strong females!",6.64885E+16,https://twitter.com/debbieduncan/status/66488456452374528,,,,
lucyswope,5/6/11 9:00,0,"#fridayreads  Bossypants "" by Tina Fey. So funny"," I am now that asshole reading and laughing to herself on the subway.""",6.64874E+16,https://twitter.com/lucyswope/status/66487377165697024,,,
Anabelle_Anas,5/6/11 8:55,0,#6: Bossypants http://amzn.to/kpZ5Hw,6.64862E+16,https://twitter.com/Anabelle_Anas/status/66486157155909632,,,,
keandrews,5/6/11 8:53,0,"@woosta72 - It's good, isn't it? ( Bossypants , not Jersey Shore.) I'm reading it during treadmill sessions at the gym!",6.64857E+16,https://twitter.com/keandrews/status/66485671598096384,,,,
JINahmias,5/6/11 8:40,0,Do yourself a favor and read Bossypants now! @tinafey123,6.64824E+16,https://twitter.com/JINahmias/status/66482367178604544,,,,
AmandaMusings,5/6/11 8:39,0,"I am reading, loving, feeling empowered by and laughing at Tina Fey's Bossypants . #fridayreads",6.64821E+16,https://twitter.com/AmandaMusings/status/66482112072663040,,,,
onipadaudiobook,5/6/11 8:38,0,iPad Audiobook: Bossypants (Unabridged) - Tina Fey: ... http://onipad.net/ab,6.64819E+16,https://twitter.com/onipadaudiobook/status/66481938147446786,,,,
riskeypb,5/6/11 8:35,0,#6: Bossypants top-sellers_books_books_0316056863,6.64813E+16,https://twitter.com/riskeypb/status/66481279352311809,,,,
randeepk,5/6/11 8:29,0,"In the intro alone I could quote every sentence. talent is not sexually transmittable"". There should be a line of underwear. #bossypants""",6.64796E+16,https://twitter.com/randeepk/status/66479599940403200,,,,
iampenbot,5/6/11 8:22,0,"Getting Tina Fey's  Bossypants "" on audiobook. If you see a redhead laughing to herself wearing earphones in Bristol"," that's me.""",6.6478E+16,https://twitter.com/iampenbot/status/66478009745555457,,,
zeitonline_all,5/6/11 8:17,0,"[Weblogs] Heiter bis glÃ_cklich: Bossypants : Tina Fey, die witzigste Frau der Welt, hat ein BUCH geschriebe... http://bit.ly/jbrarE",6.64767E+16,https://twitter.com/zeitonline_all/status/66476681535307776,,,,
kopsahl,5/6/11 8:10,0,5 of 5 stars to Bossypants by Tina Fey http://www.goodreads.com/review/show/166059639,6.64749E+16,https://twitter.com/kopsahl/status/66474894036176896,,,,
Bunburyer,5/6/11 8:10,0,"@SnowFey , @lady__lemon- HabÃ©is estado 'Tina-Feyeando' en mi ausencia, Â¿no? BTW, no comento mÃ¡s de ' Bossypants ' por no 'spoilearos' nada.",6.64748E+16,https://twitter.com/Bunburyer/status/66474840219074561,,,,
mdrai,5/6/11 8:09,0," Bossypants "" by Tina Fey -- spot on funny! #Fridayreads""",6.64746E+16,https://twitter.com/mdrai/status/66474567962603520,,,,
alleyriverschen,5/6/11 8:06,0,Bossypants by Tina Fey #fridayreads,6.6474E+16,https://twitter.com/alleyriverschen/status/66474002385874944,,,,
tara_hale,5/6/11 8:01,0,@littlebrown @littlebrown #bossypants : funniest book I've read in ages. Thank you @TinaFey123 :),6.64727E+16,https://twitter.com/tara_hale/status/66472742228201472,,,,
holidaygiftbuzz,5/6/11 7:50,0,Currently Buzzing #Bossypants (Audiobook #ChristmasGift #Christmas #books . http://www.holidaygiftbuzz.com/product/2833/books/,6.64698E+16,https://twitter.com/holidaygiftbuzz/status/66469771050360832,,,,
johanneslabusch,5/6/11 7:45,0,"Just finished  Bossypants """," Tina Fey's autobiographical essay novel thingy. Is there ANYTHING this woman is not great at? #tinafey""",6.64685E+16,https://twitter.com/johanneslabusch/status/66468542874267648,,,
SweepsUniverse,5/6/11 7:43,0,Mama Knows It All - Bossypants By Tina Fey Giveaway http://nblo.gs/hwIJj,6.64682E+16,https://twitter.com/SweepsUniverse/status/66468154683043840,,,,
BordnaMonafire,5/6/11 7:40,0,"So, I just finished Tina Fey's Bossypants . Describes womanhood in a way that's funny to men too. Loved it, but wanted more! #fridayreads",6.64675E+16,https://twitter.com/BordnaMonafire/status/66467491634876416,,,,
managertomom,5/6/11 7:40,0,#Win A Copy Of Bossypants By Tina Fey 2 Winners via @MomsMotleyCrue CAN/US #giveaway http://tinyurl.com/3edeeh7,6.64674E+16,https://twitter.com/managertomom/status/66467355810729984,,,,
OSEoghan,5/6/11 7:31,0,I finished Bossypants by Tina Fey the other day. Hilarious and brilliant but far too short,6.6465E+16,https://twitter.com/OSEoghan/status/66465015200350208,,,,
Sumarto59,5/6/11 6:58,0,I am reading Bossypants http://bit.ly/ja1zJi @GetGlue #Bossypants,6.64568E+16,https://twitter.com/Sumarto59/status/66456755927916544,,,,
suemaden,5/6/11 6:43,0,"@littleredhens Oooh, thanks! I love being known as a sweet bossypants ! Happy Friday to you :)",6.64531E+16,https://twitter.com/suemaden/status/66453088344621057,,,,
Anabelle_Anas,5/6/11 5:53,0,#6: Bossypants http://amzn.to/kpZ5Hw,6.64404E+16,https://twitter.com/Anabelle_Anas/status/66440388369592320,,,,
TheBeefsteaks,5/6/11 5:46,0,"@HayWayne According to Tina Fey's Bossypants , that joke would be classified as Rough"" if you pitched it to SNL. I still laughed though""",6.64386E+16,https://twitter.com/TheBeefsteaks/status/66438631593746432,,,,
SubwayMum,5/6/11 5:06,0,"Just downloaded @TinaFey #bossypants !! Can't wait to start reading it. You're one funnnny woman, Tina! Thanx for lightening up my day. :)",6.64287E+16,https://twitter.com/SubwayMum/status/66428718364626944,,,,
riskeypb,5/6/11 4:28,0,#6: Bossypants top-sellers_books_books_0316056863,6.64191E+16,https://twitter.com/riskeypb/status/66419078222458880,,,,
LauraRaibeck,5/6/11 4:08,0,"can't sleep, so I finished #reading  Bossypants "" by Tina Fey #books""",6.64141E+16,https://twitter.com/LauraRaibeck/status/66414124577472513,,,,
Anabelle_Anas,5/6/11 3:53,0,#6: Bossypants http://amzn.to/kpZ5Hw,6.64103E+16,https://twitter.com/Anabelle_Anas/status/66410273698877440,,,,
vanessagzzmua,5/6/11 3:48,0,"#nowreading  Bossypants "" from Tina Fey RT @thebookmaven And don't forget to share your audiobooks with #FridayListens ! #FridayReads""",6.64091E+16,https://twitter.com/vanessagzzmua/status/66409083900657664,,,,
melissabrown,5/6/11 3:19,0,I'm #reading Bossypants by Tina Fey http://www.goodreads.com/review/show/166035672,6.64018E+16,https://twitter.com/melissabrown/status/66401791713091584,,,,
eric_churchbook,5/6/11 3:15,0,#5: Bossypants : Bossypants by Tina Fey 25 days in the top 100 (181)Buy new: $26.99 $13.97 92 used & new from ... http://amzn.to/iA6fN9,6.64006E+16,https://twitter.com/eric_churchbook/status/66400617060507648,,,,
kathrynkatykate,5/6/11 3:14,0,"Mmm, Friday cider converts me from miss bossypants to miss ciderpants. And it was good. http://twitpic.com/4u0h4e",6.64005E+16,https://twitter.com/kathrynkatykate/status/66400520151121920,,,,
CareerPages,5/6/11 3:14,0,"Sound Like a Boss, Not a Bossypants http://2fsce.tk",6.64003E+16,https://twitter.com/CareerPages/status/66400311551606784,,,,
Alltop_Careers,5/6/11 3:13,0,"Sound Like a Boss, Not a Bossypants http://bit.ly/kiaTL3",6.64003E+16,https://twitter.com/Alltop_Careers/status/66400262121730048,,,,
riskeypb,5/6/11 3:01,0,#6: Bossypants top-sellers_books_books_0316056863,6.63971E+16,https://twitter.com/riskeypb/status/66397134668316672,,,,
bookofwinner,5/6/11 2:54,0,#entertainment #hot #1: Bossypants : Bossypants Tina Fey (Author) (181)Download: $12.99 2 used & new from $9.99(... http://bit.ly/cGIedd,6.63954E+16,https://twitter.com/bookofwinner/status/66395411904073728,,,,
MyBookStop,5/6/11 2:38,0,"Books,Book and Books 48% Off - Best Buy Bossypants Hardcover Book: Get 48% Discount on Bossypant... http://bit.ly/iJZKh9 mybookstop.info",6.63913E+16,https://twitter.com/MyBookStop/status/66391295693815808,,,,
Kayvid,5/6/11 2:12,0,"Waiting for Tina Fey's  Bossypants """," Demetri's ""This is a book"" and Kathy Griffin's ""A Memoir"". Looking forward to a laugh riot!""",6.63849E+16,https://twitter.com/Kayvid/status/66384949040791553,,,
josesolismayen,5/6/11 2:10,0,finished Bossypants by Tina Fey and gave it 5 stars http://amzn.to/dRoCgd #Kindle,6.63844E+16,https://twitter.com/josesolismayen/status/66384390917332992,,,,
josesolismayen,5/6/11 2:10,0,finished Bossypants by Tina Fey http://amzn.to/dRoCgd #Kindle,6.63843E+16,https://twitter.com/josesolismayen/status/66384262768754690,,,,
AndaTurcan,5/6/11 2:02,0,"Reading Tina Fey's  Bossypants "" is like having an awesome day!!!""",6.63823E+16,https://twitter.com/AndaTurcan/status/66382251352539136,,,,
Qwertycris,5/6/11 1:54,0,@Caissie Have you read Bossypants ? She has a chapter called A Supposedly Fun Thing I'll Never Do Again.About CRUISES. I like yours better),6.63803E+16,https://twitter.com/Qwertycris/status/66380309456879616,,,,
valerie2350,5/6/11 1:44,0,Giveaway â€“ Bossypants by Tina Fey â€“ 2 Winners â€“ Ends 5/7/11 http://bit.ly/gtHMmi,6.63779E+16,https://twitter.com/valerie2350/status/66377888122945537,,,,
lovelylindsay,5/6/11 1:42,0,bossypants .,6.63773E+16,https://twitter.com/lovelylindsay/status/66377293248991232,,,,
LanaLivesHere,5/6/11 1:38,0,omg i want bossypants SOO badly. right now. buying it tomorrow.,6.63763E+16,https://twitter.com/LanaLivesHere/status/66376264713375744,,,,
ceep85vikes,5/6/11 1:16,0,To do list: 1.Order @JimmyFallon #ThankYouNotes book. 2.Order @TinaFey's #Bossypants book 3.Order more copies of each book for friends & fam,6.63707E+16,https://twitter.com/ceep85vikes/status/66370711127732224,,,,
stephorentas,5/6/11 1:11,0,I STILL need to buy Bossypants . #blergh,6.63695E+16,https://twitter.com/stephorentas/status/66369516791283712,,,,
melstrick,5/6/11 1:11,0,I'm #reading Bossypants by Tina Fey http://www.goodreads.com/review/show/166019927,6.63694E+16,https://twitter.com/melstrick/status/66369372272336896,,,,
megbg10,5/6/11 1:09,0,"Bossypants , Tina Fey @fridayreads #fridayreads",6.6369E+16,https://twitter.com/megbg10/status/66369021989224448,,,,
Sherrodzilla,5/6/11 1:09,0,"Breathe easy, indie bookstores. Tina Fey has single-handedly saved the book. #Bossypants",6.6369E+16,https://twitter.com/Sherrodzilla/status/66368969413627904,,,,
erikhatch,5/6/11 1:05,0,I just ordered #BossyPants (Tina Fey) via Amazon. And I'm reading #LoveWins (Rob Bell) right now. #mylibraryisbetterthanyourlibrary,6.63681E+16,https://twitter.com/erikhatch/status/66368087817072640,,,,
katmons,5/6/11 0:59,0,Almost done with Tina Fey's Bossypants . It's well written and absolutely hilarious! No wonder it's flying off the shelves.,6.63666E+16,https://twitter.com/katmons/status/66366560826179584,,,,
kathryncrosby,5/6/11 0:57,0,There a few things that make me as happy as a Tina Fey/ @jimmyfallon reunion. #bossypants,6.63659E+16,https://twitter.com/kathryncrosby/status/66365868803751936,,,,
DatGirlMoss,5/6/11 0:56,0,yoo Tina Fey has a book out! called BossyPants @TheJordanWalker,6.63658E+16,https://twitter.com/DatGirlMoss/status/66365753015795712,,,,
thatgirljess_,5/6/11 0:56,0,Just bought Bossypants ! :D,6.63656E+16,https://twitter.com/thatgirljess_/status/66365573260513281,,,,
diegoyougo,5/6/11 0:53,0,Estoy leyendo el extracto de Bossypants de la Tina Fey que esta en ibooks. Es la zorra. Lo quiero completo :(,6.6365E+16,https://twitter.com/diegoyougo/status/66364966223089664,,,,
Ben_Goodman,5/6/11 0:53,0,@scpagels Bossypants - Tina Fey. sooo good!,6.63648E+16,https://twitter.com/Ben_Goodman/status/66364849504002048,,,,
emilyhughston,5/6/11 0:52,0,A note on my copy of Bossypants and then I promise I will stop posting just about T-Fey for a while - Wow. I... http://tumblr.com/xf82ehlnn9,6.63647E+16,https://twitter.com/emilyhughston/status/66364724547293184,,,,
nashiraprime,5/6/11 0:49,0,@alvareteg are you reading Bossypants already? http://amzn.com/k/3FS4OH2PIN49I #Kindle,6.6364E+16,https://twitter.com/nashiraprime/status/66363960949088257,,,,
jess_incognita,5/6/11 0:47,0,"On page 16 of 280 of Bossypants , by Tina Fey: And it is already hilarious. Hell, even the d... http://goodreads.com/user_status/show/6108102",6.63634E+16,https://twitter.com/jess_incognita/status/66363425646837761,,,,
Beth_Estella,5/6/11 0:44,0,"After reading Tina Fey's Bossypants , 30 Rock is 1000x funnier.",6.63628E+16,https://twitter.com/Beth_Estella/status/66362780583854080,,,,
GigiZu,5/6/11 0:40,0,"Wearing a path in the carpet to the mailroom, checking if Bossypants book order has arrived. It hasn't. Am storing up my laughs, waiting.",6.63617E+16,https://twitter.com/GigiZu/status/66361739020742656,,,,
katlamcglynn,5/6/11 0:38,0,I think I learned more from the introduction to Bossypants than I learned in the last month,6.63611E+16,https://twitter.com/katlamcglynn/status/66361139688247296,,,,
albumoftheweek,5/6/11 0:38,0,@nehapotalia i've got books you can borrow. I need to borrow Bossypants from you. PS I love digi photo guy but I kinda miss @chimichangus,6.63611E+16,https://twitter.com/albumoftheweek/status/66361086877773824,,,,
BookLover527,5/6/11 0:37,0,Bossypants ' by Tina Fey..Get it at Amazon !! #books http://amzn.to/ep5dEA,6.63608E+16,https://twitter.com/BookLover527/status/66360816475181056,,,,
nehapotalia,5/6/11 0:35,0,I keep forgetting I've finished ' Bossypants ' and get waves of excitement about reading it. Any book suggestions?,6.63605E+16,https://twitter.com/nehapotalia/status/66360489487245312,,,,
Kalediscope,5/6/11 0:33,0,bossypants : http://tumblr.com/x792egwiff,6.63599E+16,https://twitter.com/Kalediscope/status/66359884479873025,,,,
ModernLifeIs,5/6/11 0:28,0,Gay people don't actually try to convert people. That's Jehovah's Witnesses you're thinking of #bossypants #whyiloveTinaFey,6.63586E+16,https://twitter.com/ModernLifeIs/status/66358570211475457,,,,
LeahBethFOX13,5/6/11 0:27,0,School is over! You know what that means? I can finally start reading the books on my giant list. Starting with Tina Fey's #Bossypants .,6.63585E+16,https://twitter.com/LeahBethFOX13/status/66358494084870144,,,,
justliziam,5/6/11 0:26,0,I really want to read Bossypants by Tina Fey but i'm going to start off my summer by reading The Help by Kathryn Stockett,6.63581E+16,https://twitter.com/justliziam/status/66358075505917952,,,,
tonystubblebine,5/6/11 0:25,0,"I'm behind on a bunch of email (surprise). In (please pretend) unrelated news, I read and finished Bossypants , the Tina Fey book. Loved it.",6.6358E+16,https://twitter.com/tonystubblebine/status/66357963601883136,,,,
ABBsolution,5/6/11 0:14,0,"Bossypants /Cheeseburgerpants - The minute (nay, the second) Iâ€™m finished with finals, Iâ€™m locking myself in... http://tumblr.com/x3u2eeykdn",6.63552E+16,https://twitter.com/ABBsolution/status/66355212490772480,,,,
JoanneMarla,5/6/11 0:13,0,sniff! Last 30 Rock for the season. Time to buy Bossypants !,6.63549E+16,https://twitter.com/JoanneMarla/status/66354879190413312,,,,
bookchelle,5/6/11 0:10,0,Book: Bossypants by Tina Fey : http://wp.me/p1uAQl-51 @littlebrown @tinafey http://wp.me/p1uAQl-51,6.63541E+16,https://twitter.com/bookchelle/status/66354091076489216,,,,
EricBDK,5/6/11 0:08,0,NBC bigs are wooing â€œRockâ€ù star/creator/ Bossypants Tina Fey, former â€œSaturday Night Liveâ€ù head writer,"..."" http://tumblr.com/xj32ego6q0""",6.63536E+16,https://twitter.com/EricBDK/status/66353593791414272,,
diggin2u,5/6/11 0:02,0,RT @supagirlwonder : 5 of 5 stars to Bossypants by Tina Fey http://www.goodreads.com/review/show/164333689 *I want to ck it out. She's witty,6.63521E+16,https://twitter.com/diggin2u/status/66352122408599552,,,,
unfard,5/5/11 23:56,0,Finished the much anticipated #Bossypants by Tina Fey. Glad she's better at writing SNL skits than books. Meh.,6.63507E+16,https://twitter.com/unfard/status/66350681430298624,,,,
NancyAncowitz,5/5/11 23:55,2,"Sound Like a Boss, Not a Bossypants http://bit.ly/jvKM1v",6.63504E+16,https://twitter.com/NancyAncowitz/status/66350442216570880,,,,
NancyAncowitz,5/5/11 23:55,0,"Sound Like a Boss, Not a Bossypants http://bit.ly/jvKM1v http://lnkd.in/3zt3j3",6.63503E+16,https://twitter.com/NancyAncowitz/status/66350287220252672,,,,
myTsuKata,5/5/11 23:51,0,finished Bossypants by Tina Fey http://amzn.to/dRoCgd #Kindle,6.63494E+16,https://twitter.com/myTsuKata/status/66349354436399104,,,,
Borina,5/5/11 23:51,0,"Politics and prostitution have to be the only jobs where inexperience is considered a virtue."" I heart #tinafey #bossypants""",6.63493E+16,https://twitter.com/Borina/status/66349304469663746,,,,
Anabelle_Anas,5/5/11 23:51,0,#6: Bossypants http://amzn.to/kpZ5Hw,6.63493E+16,https://twitter.com/Anabelle_Anas/status/66349291911909376,,,,
Aileenvest,5/5/11 23:50,0,"#Bossypants here in the Philippines costs so much (Php1,000+++) compare to the US where it costs (equivalent to peso) Php600++. #sopricey",6.63492E+16,https://twitter.com/Aileenvest/status/66349168234463232,,,,
Aileenvest,5/5/11 23:49,0,iWas @fullybooked bonihigh lst nyt & found out dat #Bossypants went out hre in d Phils L8 Aprl l & ol brnches got out-of-stock @harumscarum,6.63487E+16,https://twitter.com/Aileenvest/status/66348731716468738,,,,
br1xt0n,5/5/11 23:49,0,Bossypants by Tina Fey ... i can't put it down,6.63487E+16,https://twitter.com/br1xt0n/status/66348716868632576,,,,
LaurGood,5/5/11 23:48,0,Just finished #bossypants . Tina Fey is my new role model.,6.63485E+16,https://twitter.com/LaurGood/status/66348527332237312,,,,
300Caloriess,5/5/11 23:47,0,"Photo: â€œNow every girl is expected to have.â€ù â€“ Tina Fey, Bossypants http://tumblr.com/xjm2ecurhs",6.63482E+16,https://twitter.com/300Caloriess/status/66348226038595584,,,,
RoselynDGray,5/5/11 23:28,0,Finally finished Bossypants ! It was amazing. Tina Fey is a god.,6.63437E+16,https://twitter.com/RoselynDGray/status/66343661721497600,,,,
ModernLifeIs,5/5/11 23:28,0,"You could put a blonde wig on a water heater and some dude would try to fuck it"" #bossypants #whyiloveTinaFey""",6.63436E+16,https://twitter.com/ModernLifeIs/status/66343617173786624,,,,
